Entity,Code,Day,Daily new confirmed cases of COVID-19,Daily new confirmed deaths due to COVID-19
Liechtenstein,LIE,1/18/2021,6,1
Lithuania,LTU,1/18/2021,477,26
Low income,,1/18/2021,2825,51
Lower middle income,,1/18/2021,31348,714
Luxembourg,LUX,1/18/2021,260,8
Madagascar,MDG,1/18/2021,0,0
Malawi,MWI,1/18/2021,557,7
Malaysia,MYS,1/18/2021,3306,4
Maldives,MDV,1/18/2021,69,0
Mali,MLI,1/18/2021,16,1
Malta,MLT,1/18/2021,154,2
Marshall Islands,MHL,1/18/2021,0,
Mauritania,MRT,1/18/2021,42,1
Mauritius,MUS,1/18/2021,9,0
Mexico,MEX,1/18/2021,8074,544
Moldova,MDA,1/18/2021,258,17
Monaco,MCO,1/18/2021,7,0
Mongolia,MNG,1/18/2021,10,0
Montenegro,MNE,1/18/2021,310,1
Morocco,MAR,1/18/2021,473,35
Mozambique,MOZ,1/18/2021,895,8
Myanmar,MMR,1/18/2021,477,18
Namibia,NAM,1/18/2021,390,8
Nepal,NPL,1/18/2021,322,6
Netherlands,NLD,1/18/2021,4792,50
New Zealand,NZL,1/18/2021,0,0
Nicaragua,NIC,1/18/2021,0,0
Niger,NER,1/18/2021,48,5
Nigeria,NGA,1/18/2021,1617,14
North America,,1/18/2021,165011,2353
North Macedonia,MKD,1/18/2021,54,13
Norway,NOR,1/18/2021,383,4
Oceania,,1/18/2021,10,0
Oman,OMN,1/18/2021,221,2
Pakistan,PAK,1/18/2021,1800,58
Palestine,PSE,1/18/2021,524,8
Panama,PAN,1/18/2021,1342,41
Papua New Guinea,PNG,1/18/2021,0,0
Paraguay,PRY,1/18/2021,428,13
Peru,PER,1/18/2021,0,0
Philippines,PHL,1/18/2021,2159,14
Poland,POL,1/18/2021,3332,52
Portugal,PRT,1/18/2021,6702,167
Qatar,QAT,1/18/2021,227,2
Romania,ROU,1/18/2021,1509,50
Russia,RUS,1/18/2021,22509,458
Rwanda,RWA,1/18/2021,227,4
Saint Kitts and Nevis,KNA,1/18/2021,1,
Saint Lucia,LCA,1/18/2021,10,0
Saint Vincent and the Grenadines,VCT,1/18/2021,16,0
Samoa,WSM,1/18/2021,0,
San Marino,SMR,1/18/2021,9,0
Sao Tome and Principe,STP,1/18/2021,0,0
Saudi Arabia,SAU,1/18/2021,170,6
Senegal,SEN,1/18/2021,196,11
Serbia,SRB,1/18/2021,1578,21
Seychelles,SYC,1/18/2021,41,0
Sierra Leone,SLE,1/18/2021,8,0
Singapore,SGP,1/18/2021,14,0
Slovakia,SVK,1/18/2021,1060,52
Slovenia,SVN,1/18/2021,299,26
Solomon Islands,SLB,1/18/2021,0,
Somalia,SOM,1/18/2021,0,0
South Africa,ZAF,1/18/2021,9010,344
South America,,1/18/2021,53879,1398
South Korea,KOR,1/18/2021,386,19
South Sudan,SSD,1/18/2021,10,0
Spain,ESP,1/18/2021,84287,455
Sri Lanka,LKA,1/18/2021,688,6
Sudan,SDN,1/18/2021,84,0
Suriname,SUR,1/18/2021,97,4
Sweden,SWE,1/18/2021,0,0
Switzerland,CHE,1/18/2021,4703,110
Syria,SYR,1/18/2021,96,9
Taiwan,TWN,1/18/2021,7,0
Tajikistan,TJK,1/18/2021,0,0
Tanzania,TZA,1/18/2021,0,0
Thailand,THA,1/18/2021,171,0
Timor,TLS,1/18/2021,0,
Togo,TGO,1/18/2021,22,1
Trinidad and Tobago,TTO,1/18/2021,6,0
Tunisia,TUN,1/18/2021,1795,58
Turkey,TUR,1/18/2021,5862,164
Uganda,UGA,1/18/2021,0,0
Ukraine,UKR,1/18/2021,3382,80
United Arab Emirates,ARE,1/18/2021,3471,6
United Kingdom,GBR,1/18/2021,37610,602
United States,USA,1/18/2021,143598,1535
Upper middle income,,1/18/2021,130961,3630
Uruguay,URY,1/18/2021,485,8
Uzbekistan,UZB,1/18/2021,68,0
Vanuatu,VUT,1/18/2021,0,
Vatican,VAT,1/18/2021,0,
Venezuela,VEN,1/18/2021,641,6
Vietnam,VNM,1/18/2021,2,0
World,OWID_WRL,1/18/2021,515248,9426
World excl. China,,1/18/2021,515130,9426
World excl. China and South Korea,,1/18/2021,514744,9407
"World excl. China, South Korea, Japan and Singapore",,1/18/2021,509840,9349
Yemen,YEM,1/18/2021,1,0
Zambia,ZMB,1/18/2021,602,13
Zimbabwe,ZWE,1/18/2021,689,60
Afghanistan,AFG,1/19/2021,79,3
Africa,,1/19/2021,23410,1202
Albania,ALB,1/19/2021,586,6
Algeria,DZA,1/19/2021,249,3
Andorra,AND,1/19/2021,111,1
Angola,AGO,1/19/2021,85,3
Antigua and Barbuda,ATG,1/19/2021,1,0
Argentina,ARG,1/19/2021,12141,234
Armenia,ARM,1/19/2021,236,9
Asia,,1/19/2021,74752,1229
Asia excl. China,,1/19/2021,74649,1229
Australia,AUS,1/19/2021,9,0
Austria,AUT,1/19/2021,1486,77
Azerbaijan,AZE,1/19/2021,305,10
Bahamas,BHS,1/19/2021,1,0
Bahrain,BHR,1/19/2021,320,2
Bangladesh,BGD,1/19/2021,702,20
Barbados,BRB,1/19/2021,0,0
Belarus,BLR,1/19/2021,1356,10
Belgium,BEL,1/19/2021,1479,82
Belize,BLZ,1/19/2021,23,1
Benin,BEN,1/19/2021,0,0
Bhutan,BTN,1/19/2021,5,0
Bolivia,BOL,1/19/2021,2357,42
Bosnia and Herzegovina,BIH,1/19/2021,300,23
Botswana,BWA,1/19/2021,0,0
Brazil,BRA,1/19/2021,62094,1192
Brunei,BRN,1/19/2021,0,0
Bulgaria,BGR,1/19/2021,544,49
Burkina Faso,BFA,1/19/2021,0,0
Burundi,BDI,1/19/2021,8,0
Cambodia,KHM,1/19/2021,7,
Cameroon,CMR,1/19/2021,0,0
Canada,CAN,1/19/2021,5028,151
Cape Verde,CPV,1/19/2021,93,0
Central African Republic,CAF,1/19/2021,0,0
Chad,TCD,1/19/2021,58,1
Chile,CHL,1/19/2021,3401,26
China,CHN,1/19/2021,103,0
Colombia,COL,1/19/2021,15939,398
Comoros,COM,1/19/2021,95,2
Congo,COG,1/19/2021,0,0
Costa Rica,CRI,1/19/2021,861,19
Cote d'Ivoire,CIV,1/19/2021,79,0
Croatia,HRV,1/19/2021,520,29
Cuba,CUB,1/19/2021,330,2
Cyprus,CYP,1/19/2021,164,1
Czechia,CZE,1/19/2021,7651,197
Democratic Republic of Congo,COD,1/19/2021,80,6
Denmark,DNK,1/19/2021,725,32
Djibouti,DJI,1/19/2021,5,0
Dominica,DMA,1/19/2021,0,
Dominican Republic,DOM,1/19/2021,1625,13
Ecuador,ECU,1/19/2021,924,60
Egypt,EGY,1/19/2021,899,58
El Salvador,SLV,1/19/2021,335,11
Equatorial Guinea,GNQ,1/19/2021,0,0
Eritrea,ERI,1/19/2021,0,0
Estonia,EST,1/19/2021,597,11
Eswatini,SWZ,1/19/2021,256,19
Ethiopia,ETH,1/19/2021,181,4
Europe,,1/19/2021,202598,7554
European Union,,1/19/2021,135215,5016
Fiji,FJI,1/19/2021,0,0
Finland,FIN,1/19/2021,217,3
France,FRA,1/19/2021,23895,656
Gabon,GAB,1/19/2021,0,0
Gambia,GMB,1/19/2021,5,0
Georgia,GEO,1/19/2021,1550,15
Germany,DEU,1/19/2021,12233,1734
Ghana,GHA,1/19/2021,366,6
Greece,GRC,1/19/2021,537,30
Grenada,GRD,1/19/2021,0,0
Guatemala,GTM,1/19/2021,1131,35
Guinea,GIN,1/19/2021,42,0
Guinea-Bissau,GNB,1/19/2021,1,0
Guyana,GUY,1/19/2021,19,0
Haiti,HTI,1/19/2021,71,0
High income,,1/19/2021,376632,9776
Honduras,HND,1/19/2021,1130,23
Hong Kong,HKG,1/19/2021,56,2
Hungary,HUN,1/19/2021,573,111
Iceland,ISL,1/19/2021,0,0
India,IND,1/19/2021,13816,162
Indonesia,IDN,1/19/2021,10365,308
International,,1/19/2021,0,0
Iran,IRN,1/19/2021,5917,87
Iraq,IRQ,1/19/2021,823,9
Ireland,IRL,1/19/2021,1996,92
Israel,ISR,1/19/2021,7380,36
Italy,ITA,1/19/2021,10496,603
Jamaica,JAM,1/19/2021,145,3
Japan,JPN,1/19/2021,5384,104
Jordan,JOR,1/19/2021,883,17
Kazakhstan,KAZ,1/19/2021,1252,3
Kenya,KEN,1/19/2021,81,0
Kosovo,OWID_KOS,1/19/2021,267,1
Kuwait,KWT,1/19/2021,578,2
Kyrgyzstan,KGZ,1/19/2021,252,5
Laos,LAO,1/19/2021,0,
Latvia,LVA,1/19/2021,812,29
Lebanon,LBN,1/19/2021,4359,61
Lesotho,LSO,1/19/2021,0,0
Liberia,LBR,1/19/2021,2,0
Libya,LBY,1/19/2021,596,2
Liechtenstein,LIE,1/19/2021,3,0
Lithuania,LTU,1/19/2021,867,22
Low income,,1/19/2021,3349,53
Lower middle income,,1/19/2021,38179,939
Luxembourg,LUX,1/19/2021,85,3
Madagascar,MDG,1/19/2021,0,0
Malawi,MWI,1/19/2021,853,15
Malaysia,MYS,1/19/2021,3631,14
Maldives,MDV,1/19/2021,51,0
Mali,MLI,1/19/2021,25,6
Malta,MLT,1/19/2021,200,1
Marshall Islands,MHL,1/19/2021,0,
Mauritania,MRT,1/19/2021,66,2
Mauritius,MUS,1/19/2021,0,0
Mexico,MEX,1/19/2021,18894,1584
Moldova,MDA,1/19/2021,394,15
Monaco,MCO,1/19/2021,28,2
Mongolia,MNG,1/19/2021,32,0
Montenegro,MNE,1/19/2021,425,3
Morocco,MAR,1/19/2021,1246,34
Mozambique,MOZ,1/19/2021,824,4
Myanmar,MMR,1/19/2021,448,13
Namibia,NAM,1/19/2021,242,3
Nepal,NPL,1/19/2021,348,4
Netherlands,NLD,1/19/2021,4356,107
New Zealand,NZL,1/19/2021,5,0
Nicaragua,NIC,1/19/2021,52,1
Niger,NER,1/19/2021,21,1
Nigeria,NGA,1/19/2021,1301,15
North America,,1/19/2021,208175,4603
North Macedonia,MKD,1/19/2021,400,11
Norway,NOR,1/19/2021,422,4
Oceania,,1/19/2021,14,0
Oman,OMN,1/19/2021,135,2
Pakistan,PAK,1/19/2021,1772,48
Palestine,PSE,1/19/2021,538,15
Panama,PAN,1/19/2021,2173,36
Papua New Guinea,PNG,1/19/2021,0,0
Paraguay,PRY,1/19/2021,771,17
Peru,PER,1/19/2021,0,0
Philippines,PHL,1/19/2021,1348,69
Poland,POL,1/19/2021,4890,291
Portugal,PRT,1/19/2021,10455,218
Qatar,QAT,1/19/2021,225,0
Romania,ROU,1/19/2021,2745,98
Russia,RUS,1/19/2021,21442,573
Rwanda,RWA,1/19/2021,289,2
Saint Kitts and Nevis,KNA,1/19/2021,0,
Saint Lucia,LCA,1/19/2021,35,0
Saint Vincent and the Grenadines,VCT,1/19/2021,108,1
Samoa,WSM,1/19/2021,0,
San Marino,SMR,1/19/2021,16,0
Sao Tome and Principe,STP,1/19/2021,9,0
Saudi Arabia,SAU,1/19/2021,226,6
Senegal,SEN,1/19/2021,168,10
Serbia,SRB,1/19/2021,1688,20
Seychelles,SYC,1/19/2021,0,0
Sierra Leone,SLE,1/19/2021,16,0
Singapore,SGP,1/19/2021,30,0
Slovakia,SVK,1/19/2021,1909,111
Slovenia,SVN,1/19/2021,1713,25
Solomon Islands,SLB,1/19/2021,0,
Somalia,SOM,1/19/2021,0,0
South Africa,ZAF,1/19/2021,9780,839
South America,,1/19/2021,98987,1985
South Korea,KOR,1/19/2021,403,17
South Sudan,SSD,1/19/2021,59,1
Spain,ESP,1/19/2021,34291,404
Sri Lanka,LKA,1/19/2021,669,3
Sudan,SDN,1/19/2021,133,0
Suriname,SUR,1/19/2021,85,1
Sweden,SWE,1/19/2021,9779,0
Switzerland,CHE,1/19/2021,2260,67
Syria,SYR,1/19/2021,92,9
Taiwan,TWN,1/19/2021,6,0
Tajikistan,TJK,1/19/2021,0,0
Tanzania,TZA,1/19/2021,0,0
Thailand,THA,1/19/2021,59,1
Timor,TLS,1/19/2021,0,
Togo,TGO,1/19/2021,59,0
Trinidad and Tobago,TTO,1/19/2021,16,0
Tunisia,TUN,1/19/2021,2598,94
Turkey,TUR,1/19/2021,6818,167
Uganda,UGA,1/19/2021,449,1
Ukraine,UKR,1/19/2021,4231,190
United Arab Emirates,ARE,1/19/2021,3491,5
United Kingdom,GBR,1/19/2021,33454,1612
United States,USA,1/19/2021,176216,2723
Upper middle income,,1/19/2021,189776,5805
Uruguay,URY,1/19/2021,583,11
Uzbekistan,UZB,1/19/2021,55,1
Vanuatu,VUT,1/19/2021,0,
Vatican,VAT,1/19/2021,0,
Venezuela,VEN,1/19/2021,673,4
Vietnam,VNM,1/19/2021,1,0
World,OWID_WRL,1/19/2021,607936,16573
World excl. China,,1/19/2021,607833,16573
World excl. China and South Korea,,1/19/2021,607430,16556
"World excl. China, South Korea, Japan and Singapore",,1/19/2021,602016,16452
Yemen,YEM,1/19/2021,2,0
Zambia,ZMB,1/19/2021,1308,19
Zimbabwe,ZWE,1/19/2021,783,52
Afghanistan,AFG,1/20/2021,137,8
Africa,,1/20/2021,28337,922
Albania,ALB,1/20/2021,670,4
Algeria,DZA,1/20/2021,265,6
Andorra,AND,1/20/2021,114,0
Angola,AGO,1/20/2021,82,2
Antigua and Barbuda,ATG,1/20/2021,0,0
Argentina,ARG,1/20/2021,12112,150
Armenia,ARM,1/20/2021,309,9
Asia,,1/20/2021,81734,1244
Asia excl. China,,1/20/2021,81590,1244
Australia,AUS,1/20/2021,9,0
Austria,AUT,1/20/2021,1671,38
Azerbaijan,AZE,1/20/2021,332,12
Bahamas,BHS,1/20/2021,7,0
Bahrain,BHR,1/20/2021,313,4
Bangladesh,BGD,1/20/2021,656,8
Barbados,BRB,1/20/2021,61,2
Belarus,BLR,1/20/2021,1778,9
Belgium,BEL,1/20/2021,3006,18
Belize,BLZ,1/20/2021,27,3
Benin,BEN,1/20/2021,144,0
Bhutan,BTN,1/20/2021,2,0
Bolivia,BOL,1/20/2021,2655,42
Bosnia and Herzegovina,BIH,1/20/2021,334,12
Botswana,BWA,1/20/2021,0,0
Brazil,BRA,1/20/2021,64385,1340
Brunei,BRN,1/20/2021,0,0
Bulgaria,BGR,1/20/2021,482,37
Burkina Faso,BFA,1/20/2021,201,1
Burundi,BDI,1/20/2021,69,0
Cambodia,KHM,1/20/2021,5,
Cameroon,CMR,1/20/2021,0,0
Canada,CAN,1/20/2021,5701,185
Cape Verde,CPV,1/20/2021,85,1
Central African Republic,CAF,1/20/2021,1,0
Chad,TCD,1/20/2021,35,0
Chile,CHL,1/20/2021,3589,21
China,CHN,1/20/2021,144,0
Colombia,COL,1/20/2021,17908,390
Comoros,COM,1/20/2021,69,3
Congo,COG,1/20/2021,0,0
Costa Rica,CRI,1/20/2021,835,15
Cote d'Ivoire,CIV,1/20/2021,214,0
Croatia,HRV,1/20/2021,902,27
Cuba,CUB,1/20/2021,349,5
Cyprus,CYP,1/20/2021,178,0
Czechia,CZE,1/20/2021,9628,174
Democratic Republic of Congo,COD,1/20/2021,162,0
Denmark,DNK,1/20/2021,888,35
Djibouti,DJI,1/20/2021,3,0
Dominica,DMA,1/20/2021,3,
Dominican Republic,DOM,1/20/2021,1532,9
Ecuador,ECU,1/20/2021,1747,55
Egypt,EGY,1/20/2021,789,51
El Salvador,SLV,1/20/2021,322,12
Equatorial Guinea,GNQ,1/20/2021,0,0
Eritrea,ERI,1/20/2021,33,0
Estonia,EST,1/20/2021,603,5
Eswatini,SWZ,1/20/2021,346,24
Ethiopia,ETH,1/20/2021,307,7
Europe,,1/20/2021,248228,7161
European Union,,1/20/2021,174627,4351
Fiji,FJI,1/20/2021,0,0
Finland,FIN,1/20/2021,444,11
France,FRA,1/20/2021,26877,310
Gabon,GAB,1/20/2021,101,0
Gambia,GMB,1/20/2021,0,0
Georgia,GEO,1/20/2021,469,14
Germany,DEU,1/20/2021,29003,1013
Ghana,GHA,1/20/2021,0,0
Greece,GRC,1/20/2021,511,27
Grenada,GRD,1/20/2021,0,0
Guatemala,GTM,1/20/2021,1047,30
Guinea,GIN,1/20/2021,0,0
Guinea-Bissau,GNB,1/20/2021,0,0
Guyana,GUY,1/20/2021,65,0
Haiti,HTI,1/20/2021,55,0
High income,,1/20/2021,433397,11117
Honduras,HND,1/20/2021,830,15
Hong Kong,HKG,1/20/2021,77,1
Hungary,HUN,1/20/2021,976,95
Iceland,ISL,1/20/2021,5,0
India,IND,1/20/2021,15244,151
Indonesia,IDN,1/20/2021,12568,267
International,,1/20/2021,0,0
Iran,IRN,1/20/2021,6182,84
Iraq,IRQ,1/20/2021,746,6
Ireland,IRL,1/20/2021,2485,60
Israel,ISR,1/20/2021,10213,101
Italy,ITA,1/20/2021,13568,524
Jamaica,JAM,1/20/2021,68,2
Japan,JPN,1/20/2021,5519,92
Jordan,JOR,1/20/2021,978,17
Kazakhstan,KAZ,1/20/2021,1311,56
Kenya,KEN,1/20/2021,136,2
Kosovo,OWID_KOS,1/20/2021,294,9
Kuwait,KWT,1/20/2021,442,1
Kyrgyzstan,KGZ,1/20/2021,0,0
Laos,LAO,1/20/2021,0,
Latvia,LVA,1/20/2021,1088,20
Lebanon,LBN,1/20/2021,4332,64
Lesotho,LSO,1/20/2021,17,1
Liberia,LBR,1/20/2021,3,0
Libya,LBY,1/20/2021,659,15
Liechtenstein,LIE,1/20/2021,7,0
Lithuania,LTU,1/20/2021,1232,25
Low income,,1/20/2021,3795,66
Lower middle income,,1/20/2021,42509,904
Luxembourg,LUX,1/20/2021,229,2
Madagascar,MDG,1/20/2021,0,0
Malawi,MWI,1/20/2021,971,17
Malaysia,MYS,1/20/2021,4008,11
Maldives,MDV,1/20/2021,79,0
Mali,MLI,1/20/2021,17,1
Malta,MLT,1/20/2021,187,2
Marshall Islands,MHL,1/20/2021,0,
Mauritania,MRT,1/20/2021,65,2
Mauritius,MUS,1/20/2021,0,0
Mexico,MEX,1/20/2021,20548,1539
Moldova,MDA,1/20/2021,612,17
Monaco,MCO,1/20/2021,22,0
Mongolia,MNG,1/20/2021,16,0
Montenegro,MNE,1/20/2021,351,9
Morocco,MAR,1/20/2021,1152,32
Mozambique,MOZ,1/20/2021,1126,18
Myanmar,MMR,1/20/2021,478,11
Namibia,NAM,1/20/2021,258,5
Nepal,NPL,1/20/2021,318,6
Netherlands,NLD,1/20/2021,5603,86
New Zealand,NZL,1/20/2021,0,0
Nicaragua,NIC,1/20/2021,0,0
Niger,NER,1/20/2021,24,1
Nigeria,NGA,1/20/2021,1386,14
North America,,1/20/2021,216961,6273
North Macedonia,MKD,1/20/2021,71,13
Norway,NOR,1/20/2021,431,18
Oceania,,1/20/2021,10,0
Oman,OMN,1/20/2021,171,0
Pakistan,PAK,1/20/2021,2363,54
Palestine,PSE,1/20/2021,497,10
Panama,PAN,1/20/2021,2243,48
Papua New Guinea,PNG,1/20/2021,1,0
Paraguay,PRY,1/20/2021,1088,21
Peru,PER,1/20/2021,12647,274
Philippines,PHL,1/20/2021,1855,64
Poland,POL,1/20/2021,6943,443
Portugal,PRT,1/20/2021,14647,219
Qatar,QAT,1/20/2021,271,0
Romania,ROU,1/20/2021,3000,116
Russia,RUS,1/20/2021,20806,582
Rwanda,RWA,1/20/2021,312,5
Saint Kitts and Nevis,KNA,1/20/2021,0,
Saint Lucia,LCA,1/20/2021,57,0
Saint Vincent and the Grenadines,VCT,1/20/2021,0,0
Samoa,WSM,1/20/2021,0,
San Marino,SMR,1/20/2021,12,0
Sao Tome and Principe,STP,1/20/2021,19,0
Saudi Arabia,SAU,1/20/2021,238,3
Senegal,SEN,1/20/2021,250,10
Serbia,SRB,1/20/2021,1646,19
Seychelles,SYC,1/20/2021,16,0
Sierra Leone,SLE,1/20/2021,0,0
Singapore,SGP,1/20/2021,40,0
Slovakia,SVK,1/20/2021,2484,100
Slovenia,SVN,1/20/2021,1714,26
Solomon Islands,SLB,1/20/2021,0,
Somalia,SOM,1/20/2021,0,0
South Africa,ZAF,1/20/2021,12710,566
South America,,1/20/2021,117692,2305
South Korea,KOR,1/20/2021,400,16
South Sudan,SSD,1/20/2021,11,0
Spain,ESP,1/20/2021,41576,464
Sri Lanka,LKA,1/20/2021,770,1
Sudan,SDN,1/20/2021,72,0
Suriname,SUR,1/20/2021,74,0
Sweden,SWE,1/20/2021,4702,474
Switzerland,CHE,1/20/2021,2727,65
Syria,SYR,1/20/2021,89,8
Taiwan,TWN,1/20/2021,2,0
Tajikistan,TJK,1/20/2021,0,0
Tanzania,TZA,1/20/2021,0,0
Thailand,THA,1/20/2021,142,0
Timor,TLS,1/20/2021,1,
Togo,TGO,1/20/2021,76,0
Trinidad and Tobago,TTO,1/20/2021,15,1
Tunisia,TUN,1/20/2021,3890,77
Turkey,TUR,1/20/2021,6435,159
Uganda,UGA,1/20/2021,94,0
Ukraine,UKR,1/20/2021,4729,227
United Arab Emirates,ARE,1/20/2021,3506,6
United Kingdom,GBR,1/20/2021,38992,1826
United States,USA,1/20/2021,183261,4407
Upper middle income,,1/20/2021,213261,5818
Uruguay,URY,1/20/2021,848,6
Uzbekistan,UZB,1/20/2021,72,0
Vanuatu,VUT,1/20/2021,0,
Vatican,VAT,1/20/2021,0,
Venezuela,VEN,1/20/2021,574,6
Vietnam,VNM,1/20/2021,4,0
World,OWID_WRL,1/20/2021,692962,17905
World excl. China,,1/20/2021,692818,17905
World excl. China and South Korea,,1/20/2021,692418,17889
"World excl. China, South Korea, Japan and Singapore",,1/20/2021,686859,17797
Yemen,YEM,1/20/2021,0,0
Zambia,ZMB,1/20/2021,1434,7
Zimbabwe,ZWE,1/20/2021,733,54
Afghanistan,AFG,1/21/2021,125,9
Africa,,1/21/2021,27865,1025
Albania,ALB,1/21/2021,678,5
Algeria,DZA,1/21/2021,246,4
Andorra,AND,1/21/2021,71,1
Angola,AGO,1/21/2021,84,4
Antigua and Barbuda,ATG,1/21/2021,2,0
Argentina,ARG,1/21/2021,11396,139
Armenia,ARM,1/21/2021,307,5
Asia,,1/21/2021,76339,1249
Asia excl. China,,1/21/2021,76228,1249
Australia,AUS,1/21/2021,6,0
Austria,AUT,1/21/2021,1702,51
Azerbaijan,AZE,1/21/2021,218,9
Bahamas,BHS,1/21/2021,13,0
Bahrain,BHR,1/21/2021,305,0
Bangladesh,BGD,1/21/2021,584,16
Barbados,BRB,1/21/2021,0,0
Belarus,BLR,1/21/2021,1804,9
Belgium,BEL,1/21/2021,2571,48
Belize,BLZ,1/21/2021,34,3
Benin,BEN,1/21/2021,25,2
Bhutan,BTN,1/21/2021,0,0
Bolivia,BOL,1/21/2021,2648,54
Bosnia and Herzegovina,BIH,1/21/2021,489,15
Botswana,BWA,1/21/2021,1024,17
Brazil,BRA,1/21/2021,59119,1316
Brunei,BRN,1/21/2021,0,0
Bulgaria,BGR,1/21/2021,455,90
Burkina Faso,BFA,1/21/2021,166,0
Burundi,BDI,1/21/2021,36,0
Cambodia,KHM,1/21/2021,3,
Cameroon,CMR,1/21/2021,0,0
Canada,CAN,1/21/2021,6111,139
Cape Verde,CPV,1/21/2021,83,1
Central African Republic,CAF,1/21/2021,0,0
Chad,TCD,1/21/2021,53,0
Chile,CHL,1/21/2021,4367,108
China,CHN,1/21/2021,111,0
Colombia,COL,1/21/2021,15366,395
Comoros,COM,1/21/2021,2,1
Congo,COG,1/21/2021,85,3
Costa Rica,CRI,1/21/2021,765,14
Cote d'Ivoire,CIV,1/21/2021,154,0
Croatia,HRV,1/21/2021,776,27
Cuba,CUB,1/21/2021,408,4
Cyprus,CYP,1/21/2021,164,2
Czechia,CZE,1/21/2021,8228,153
Democratic Republic of Congo,COD,1/21/2021,96,4
Denmark,DNK,1/21/2021,760,37
Djibouti,DJI,1/21/2021,3,0
Dominica,DMA,1/21/2021,0,
Dominican Republic,DOM,1/21/2021,1549,12
Ecuador,ECU,1/21/2021,1874,89
Egypt,EGY,1/21/2021,752,54
El Salvador,SLV,1/21/2021,294,9
Equatorial Guinea,GNQ,1/21/2021,0,0
Eritrea,ERI,1/21/2021,3,0
Estonia,EST,1/21/2021,668,5
Eswatini,SWZ,1/21/2021,228,14
Ethiopia,ETH,1/21/2021,292,13
Europe,,1/21/2021,225089,6098
European Union,,1/21/2021,150257,3802
Fiji,FJI,1/21/2021,0,0
Finland,FIN,1/21/2021,399,0
France,FRA,1/21/2021,22710,347
Gabon,GAB,1/21/2021,0,0
Gambia,GMB,1/21/2021,12,0
Georgia,GEO,1/21/2021,1137,11
Germany,DEU,1/21/2021,8277,866
Ghana,GHA,1/21/2021,1049,3
Greece,GRC,1/21/2021,506,25
Grenada,GRD,1/21/2021,0,0
Guatemala,GTM,1/21/2021,1071,46
Guinea,GIN,1/21/2021,29,0
Guinea-Bissau,GNB,1/21/2021,0,0
Guyana,GUY,1/21/2021,52,0
Haiti,HTI,1/21/2021,56,0
High income,,1/21/2021,415758,9737
Honduras,HND,1/21/2021,1146,16
Hong Kong,HKG,1/21/2021,131,2
Hungary,HUN,1/21/2021,1410,98
Iceland,ISL,1/21/2021,6,0
India,IND,1/21/2021,14545,163
Indonesia,IDN,1/21/2021,11703,346
International,,1/21/2021,0,0
Iran,IRN,1/21/2021,6204,93
Iraq,IRQ,1/21/2021,809,9
Ireland,IRL,1/21/2021,2598,50
Israel,ISR,1/21/2021,7027,64
Italy,ITA,1/21/2021,14055,521
Jamaica,JAM,1/21/2021,63,0
Japan,JPN,1/21/2021,5621,94
Jordan,JOR,1/21/2021,776,11
Kazakhstan,KAZ,1/21/2021,1526,2
Kenya,KEN,1/21/2021,186,3
Kosovo,OWID_KOS,1/21/2021,616,13
Kuwait,KWT,1/21/2021,570,0
Kyrgyzstan,KGZ,1/21/2021,155,2
Laos,LAO,1/21/2021,0,
Latvia,LVA,1/21/2021,902,25
Lebanon,LBN,1/21/2021,4594,67
Lesotho,LSO,1/21/2021,469,1
Liberia,LBR,1/21/2021,0,0
Libya,LBY,1/21/2021,622,1
Liechtenstein,LIE,1/21/2021,10,1
Lithuania,LTU,1/21/2021,1277,38
Low income,,1/21/2021,3612,113
Lower middle income,,1/21/2021,42932,939
Luxembourg,LUX,1/21/2021,115,0
Madagascar,MDG,1/21/2021,0,0
Malawi,MWI,1/21/2021,1198,43
Malaysia,MYS,1/21/2021,3170,12
Maldives,MDV,1/21/2021,53,1
Mali,MLI,1/21/2021,14,2
Malta,MLT,1/21/2021,151,1
Marshall Islands,MHL,1/21/2021,0,
Mauritania,MRT,1/21/2021,54,3
Mauritius,MUS,1/21/2021,0,0
Mexico,MEX,1/21/2021,22339,1803
Micronesia (country),FSM,1/21/2021,1,
Moldova,MDA,1/21/2021,670,16
Monaco,MCO,1/21/2021,25,0
Mongolia,MNG,1/21/2021,8,0
Montenegro,MNE,1/21/2021,419,4
Morocco,MAR,1/21/2021,1164,33
Mozambique,MOZ,1/21/2021,829,12
Myanmar,MMR,1/21/2021,445,16
Namibia,NAM,1/21/2021,262,9
Nepal,NPL,1/21/2021,336,4
Netherlands,NLD,1/21/2021,5842,89
New Zealand,NZL,1/21/2021,9,0
Nicaragua,NIC,1/21/2021,0,0
Niger,NER,1/21/2021,18,0
Nigeria,NGA,1/21/2021,1964,7
North America,,1/21/2021,229795,6287
North Macedonia,MKD,1/21/2021,354,15
Norway,NOR,1/21/2021,372,1
Oceania,,1/21/2021,16,0
Oman,OMN,1/21/2021,169,1
Pakistan,PAK,1/21/2021,1745,47
Palestine,PSE,1/21/2021,473,6
Panama,PAN,1/21/2021,1975,32
Papua New Guinea,PNG,1/21/2021,0,0
Paraguay,PRY,1/21/2021,1071,14
Peru,PER,1/21/2021,0,0
Philippines,PHL,1/21/2021,1778,74
Poland,POL,1/21/2021,7008,420
Portugal,PRT,1/21/2021,13544,221
Qatar,QAT,1/21/2021,258,0
Romania,ROU,1/21/2021,2878,69
